vendedor;linea;articulo;venta_bruta;dev_Buen_Estado;dev_Mal_Estado;dev_total;venta_neta;porc_dev;tot_dev_$
10 - Fabian Retamosa;180-Rostan;12000-COLONIA ROSTAN;731.93;7.2;0;7.2;724.73;0.98;3180.6
10 - Fabian Retamosa;180-Rostan;12021-CUARTIROLO ROSTAN;99.9;2.95;0;2.95;96.95;2.95;1418.95
10 - Fabian Retamosa;180-Rostan;12035-DAMBO MITAD AL VACIO ROSTAN;80.75;28.3;0;28.3;52.45;35.05;13584.01
10 - Fabian Retamosa;180-Rostan;12022-DAMBO ROSTAN C/CASCARA;85.13;0;3.22;3.22;81.91;3.78;1468.32
10 - Fabian Retamosa;180-Rostan;12013-FETAS PARRILLERO ROSTAN;13.67;0;0.69;0.69;12.98;5.05;423.66
10 - Fabian Retamosa;180-Rostan;12029-MAGRO SIN SAL ROSTAN;24.26;0;2.91;2.91;21.35;12;1394.17
10 - Fabian Retamosa;180-Rostan;12017-SBRINZ CUÑA ROSTAN;6.48;0.41;0;0.41;6.07;6.33;306.27
10 - Fabian Retamosa;190-La Dolfina;24015-HAMB. DOLFINA X36 X2;720;36;0;36;684;5;900.01
10 - Fabian Retamosa;190-La Dolfina;24057-MORTADELA 4K DOLFINA;31.54;0.58;0;0.58;30.96;1.84;91.06
10 - Fabian Retamosa;200-Quesos Pacama;13003-PACAMA RALLADO FINO X 100 GR;1866;35;5;40;1826;2.14;2387.02
10 - Fabian Retamosa;200-Quesos Pacama;13004-PACAMA RALLADO GRUESO X 100 GR;1685;30;13;43;1642;2.55;2551.32
10 - Fabian Retamosa;200-Quesos Pacama;13000-PACAMA X 1 KG FINO;259;6;2;8;251;3.09;3696
10 - Fabian Retamosa;200-Quesos Pacama;13001-PACAMA X 1 KG GRUESO;267;9;0;9;258;3.37;4104
10 - Fabian Retamosa;280-Soldo Hnos.;16031-MAYONESA NATURA X 2.900 CC;83;2;0;2;81;2.41;862
10 - Fabian Retamosa;291-Yerba Arminio;16078-ARMIÑO COMPUESTA 500 GR;223;6;0;6;217;2.69;582
10 - Fabian Retamosa;330-Raciones Intor;18505-INTOR 20 KG;13;1;0;1;12;7.69;1672
10 - Fabian Retamosa;330-Raciones Intor;18511-MIMOS PLUS 3 KG;6;0;1;1;5;16.67;427.5
10 - Fabian Retamosa;370-Gema;19715-ACEITE ALGODON BIDON 5LT FIORELLA;3;1;0;1;2;33.33;765
10 - Fabian Retamosa;409-Avanti-Gastronomico;20568-SALSA BOLOGNESA 220grs AVANTI;8;0;2;2;6;25;302
10 - Fabian Retamosa;409-Avanti-Gastronomico;20569-SALSA CARUSSO 220grs AVANTI;8;0;1;1;7;12.5;151
10 - Fabian Retamosa;410-Avanti-Tapas;20503-EMPANADA CASERA X12 AVANTI- 28 X CAJA;36;0;3;3;33;8.33;363
10 - Fabian Retamosa;410-Avanti-Tapas;20504-EMPANADA CASERA X20 AVANTI- 20X CAJA;20;0;4;4;16;20;680
10 - Fabian Retamosa;410-Avanti-Tapas;20502-EMPANADA COPETIN x24 AVANTI- 18X CAJA;6;0;2;2;4;33.33;250
10 - Fabian Retamosa;410-Avanti-Tapas;20500-EMPANADA X12 AVANTI- 28X CAJA;196;0;8;8;188;4.08;968
10 - Fabian Retamosa;410-Avanti-Tapas;20501-EMPANADA X20 AVANTI- 20X CAJA;100;0;7;7;93;7;1190
10 - Fabian Retamosa;410-Avanti-Tapas;20511-RECTANGULAR CASERA AVANTI- 20X CAJA;29;0;3;3;26;10.34;480
10 - Fabian Retamosa;410-Avanti-Tapas;20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS;233;0;10;10;223;4.29;1600.01
10 - Fabian Retamosa;410-Avanti-Tapas;20509-REDONDA CASERA AVANTI- 20X CAJA;20;0;4;4;16;20;456
10 - Fabian Retamosa;410-Avanti-Tapas;20508-REDONDA HOJ AVANTI- 20X CAJA;102;0;14;14;88;13.73;1596.01
10 - Fabian Retamosa;411-Avanti-Pastas;20564-RAVIOL RICOTTA 500G- AV 12X CAJA;3;2;0;2;1;66.67;448
10 - Fabian Retamosa;411-Avanti-Pastas;20561-RAVIOLES JAM Y QUE 500G - AV- 12XCAJA;25;0;5;5;20;20;1120
10 - Fabian Retamosa;411-Avanti-Pastas;20549-RAVIOLES VERDURA -AV 500G- 12X CAJA;26;0;6;6;20;23.08;1344
10 - Fabian Retamosa;411-Avanti-Pastas;20570-RAVIOLONES HONGOS AV 330g (12);4;0;1;1;3;25;204
10 - Fabian Retamosa;411-Avanti-Pastas;20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA;18;0;7;7;11;38.89;1764
10 - Fabian Retamosa;411-Avanti-Pastas;20550-SORRENTINOS J Y Q- AV 500G- 12X CAJA;25;0;6;6;19;24;1512
10 - Fabian Retamosa;411-Avanti-Pastas;20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA;25;0;15;15;10;60;3780
10 - Fabian Retamosa;411-Avanti-Pastas;20551-TALLARINES FINOS- AV 500G- 12X CAJA;33;0;1;1;32;3.03;116
10 - Fabian Retamosa;412-Pastamania-Tapas;20515-EMPANADA X12 PASTAMANÍA- 36X CAJA;188;0;10;10;178;5.32;899.99
10 - Fabian Retamosa;412-Pastamania-Tapas;20518-EMPANADA X20 PASTAMANÍA- 24X CAJA;121;0;15;15;106;12.4;2010
10 - Fabian Retamosa;412-Pastamania-Tapas;20520-RECTANGULAR PASTAMANÍA- 20X CAJA;131;0;21;21;110;16.03;2814
10 - Fabian Retamosa;412-Pastamania-Tapas;20519-REDONDA PASTAMANÍA- 20X CAJA;139;0;14;14;125;10.07;1259.99
10 - Fabian Retamosa;413-Pastamania-Pastas;20555-TALLARINES 500G PASTAMANIA- 12X CAJA;10;0;1;1;9;10;108
10 - Fabian Retamosa;415-PACK PASTAMANIA;291-PACK X2 RAVIOLES CAR Y VERD PASTAMANIA;1;0;1;1;0;100;302
10 - Fabian Retamosa;440-OFERTAS;8656-OFERTA EXTRA 8+4;310;0;18;18;292;5.81;2430.01
10 - Fabian Retamosa;440-OFERTAS;8062-OFERTA JAMON ARIZONA CUADRADO;476.47;0;11.62;11.62;464.85;2.44;2382.1
10 - Fabian Retamosa;440-OFERTAS;5197-OFERTA MUZZARELLA CALCAR;400.42;5.52;0;5.52;394.9;1.38;1755.36
10 - Fabian Retamosa;440-OFERTAS;9013-OFERTA PALETA ROJA CENTENARIO;724.24;6.49;0;6.49;717.76;0.9;1478.58
10 - Fabian Retamosa;440-OFERTAS;8642-OFERTA SALAME ARIZONA;64.59;2.96;0;2.96;61.63;4.58;1012.32
10 - Fabian Retamosa;468-Cañuela Galletas;22103-9 DE ORO AGRIDULCE 420GR (15);586;0;1;1;585;0.17;66.23
10 - Fabian Retamosa;469-Cañuela Harinas;22117-0000 HARINA FARINEL X1KG (12);1060;0;11;11;1049;1.04;429.01
10 - Fabian Retamosa;469-Cañuela Harinas;22108-HARINA ET.VERDE 00 25K;144;9;0;9;135;6.25;6111
10 - Fabian Retamosa;469-Cañuela Harinas;22109-HARINA PANADERA 000X25KG;1090;2;0;2;1088;0.18;1442
10 - Fabian Retamosa;469-Cañuela Harinas;22101-HARINA PARA PIZZA C/LEVADURA;3;0;3;3;0;100;270
10 - Fabian Retamosa;470-Cañuelas;22121-ACEITE CAÑUELAS DE GIRASOL 900ML;201;12;0;12;189;5.97;948
10 - Fabian Retamosa;470-Cañuelas;29503-HARINA PREMEZCLA PIZZA Y PAN SIN TACC CAÑUELAS;9;0;2;2;7;22.22;222
10 - Fabian Retamosa;471-Salsa Pontevedra;2267-CONCENTRADA 1030 GR PONTEVEDRA;6024;12;11;23;6001;0.38;1337
10 - Fabian Retamosa;471-Salsa Pontevedra;2303-CONCENTRADA S/S S/A 1030GR PONTEVEDRA;206;0;1;1;205;0.49;60
10 - Fabian Retamosa;471-Salsa Pontevedra;22006-EXTRACTO 60GR X30;11;8;0;8;3;72.73;4416
10 - Fabian Retamosa;471-Salsa Pontevedra;2304-KETCHUP 60GR PONTEVEDRA (Cx30);10;0;0.03;0.03;9.97;0.3;18.15
10 - Fabian Retamosa;471-Salsa Pontevedra;22026-KETCHUP PACK 1KG PONTEVEDRA;7;0;2;2;5;28.57;284.4
10 - Fabian Retamosa;471-Salsa Pontevedra;2305-MOSTAZA 60GR PONTEVEDRA (Cx30);5;1;0;1;4;20;605
10 - Fabian Retamosa;471-Salsa Pontevedra;22027-MOSTAZA PACK 1KG PONTEVEDRA;16;1;0;1;15;6.25;135
10 - Fabian Retamosa;471-Salsa Pontevedra;22024-MOSTAZA PONT 200GR;88;0;1;1;87;1.14;40
10 - Fabian Retamosa;471-Salsa Pontevedra;22013-PRONTO PIZZA 340GR;47;3;0;3;44;6.38;156
10 - Fabian Retamosa;471-Salsa Pontevedra;2276-PURE DE TOMATE PONTEVEDRA 1030G;553;0;10;10;543;1.81;562.1
10 - Fabian Retamosa;471-Salsa Pontevedra;23117-TAMIZADA PONTEVEDRA 1020G;672;12;1;13;659;1.93;548.8
10 - Fabian Retamosa;472-Jugos Maxi;2285-MAXI DURAZNO 200ml;580;0;4;4;576;0.69;57.6
10 - Fabian Retamosa;472-Jugos Maxi;2278-MAXI DURAZNO LIGHT 1 LT;147;0;1;1;146;0.68;53
10 - Fabian Retamosa;472-Jugos Maxi;2271-MAXI DURAZNO X1L;503;0;1;1;502;0.2;53
10 - Fabian Retamosa;472-Jugos Maxi;2296-MAXI MANZANA 200ml;913;0;4;4;909;0.44;60.2
10 - Fabian Retamosa;472-Jugos Maxi;2272-MAXI MANZANA X1L;182;0;1;1;181;0.55;53
10 - Fabian Retamosa;472-Jugos Maxi;2273-MAXI MULTIFRUTA 1L;414;0;1;1;413;0.24;53
10 - Fabian Retamosa;472-Jugos Maxi;2287-MAXI MULTIFRUTA 200ml;1195;0;1;1;1194;0.08;14.4
10 - Fabian Retamosa;472-Jugos Maxi;2286-MAXI NARANJA 200ml;424;0;6;6;418;1.42;102
10 - Fabian Retamosa;472-Jugos Maxi;23119-MAXI NARANJA MANGO 1 LT;128;0;5;5;123;3.91;265
10 - Fabian Retamosa;472-Jugos Maxi;2269-MAXI NARANJA X1L;394;0;9;9;385;2.28;477
10 - Fabian Retamosa;472-Jugos Maxi;2292-MAXI PERA X1 L;0;0;1;1;-1;100;47.7
10 - Fabian Retamosa;472-Jugos Maxi;2300-MAXI TROPICAL 1LT;244;0;3;3;241;1.23;159
10 - Fabian Retamosa;480-Oderich;0709-CAMPOCLARO YERBA COMPUESTA 1KG;10;1;0;1;9;10;205
10 - Fabian Retamosa;480-Oderich;0723-CAMPOCLARO YERBA COMPUESTA 500G;20;1;0;1;19;5;110
10 - Fabian Retamosa;480-Oderich;0748-CAMPOCLARO YERBA MONTES NATIVO 1K;16;1;0;1;15;6.25;205
10 - Fabian Retamosa;480-Oderich;0728-CAMPOCLARO YERBA MONTES NATIVO 500G;40;1;0;1;39;2.5;110
10 - Fabian Retamosa;480-Oderich;0700-CAMPOCLARO YERBA ORGANICA 1KG;7;1;0;1;6;14.29;205
10 - Fabian Retamosa;480-Oderich;0743-CAMPOCLARO YERBA ORGANICA 500G;22;1;0;1;21;4.55;110
10 - Fabian Retamosa;480-Oderich;22048-PATE HIGADO 100GR ODERICH;43;0;1;1;42;2.33;43
10 - Fabian Retamosa;490-Villa Margarita;22225-BONDIOLA VILLA MARGARITA;11.37;1.98;0;1.98;9.39;17.42;1178.1
10 - Fabian Retamosa;490-Villa Margarita;22216-PANCETA AHUMADA VILLA MARGARITA;22.13;1.07;0.8;1.87;20.26;8.45;1050.94
10 - Fabian Retamosa;503-Pelusa;23013-CAT ADULTO 7kg PELUSA;63;1;0;1;62;1.59;610
10 - Fabian Retamosa;504-Boby;23029-OFERTA REX 7kg;201;9;0;9;192;4.48;2898
10 - Fabian Retamosa;504-Boby;28000-URUPET´S 8kg;28;10;0;10;18;35.71;3400.01
10 - Fabian Retamosa;551-Urusal;24097-DOS ANCLAS SAL FINA  X 25 K;46;3;0;3;43;6.52;2408
10 - Fabian Retamosa;551-Urusal;24119-DOS ESTRELLAS SAL FINA 500 G (24);1856;0;2;2;1854;0.11;68
10 - Fabian Retamosa;551-Urusal;24105-SAL ENTREFINA 25KG DOS ESTRELLAS;11;5;0;5;6;45.45;4325
10 - Fabian Retamosa;551-Urusal;24101-SAL GRUESA DOS ESTRELLAS 500G (Fx24);513;0;58;58;455;11.31;1971.99
10 - Fabian Retamosa;560-LIMAY;LP1121-LA PATAIA DULCE DE LECHE POTE 1Kg;51;3;0;3;48;5.88;588
10 - Fabian Retamosa;560-LIMAY;LP1120-LA PATAIA DULCE DE LECHE POTE 500G;61;4;0;4;57;6.56;463.6
10 - Fabian Retamosa;604-Culinex;700377620-ESPINACA PICADA 2.5kg HUERTA DEL ESTE;2;1;0;1;1;50;291
10 - Fabian Retamosa;608-PASTAS CRUFI;730160801-ÑOQUIS 1KG CRUFI;8;3;0;3;5;37.5;519
10 - Fabian Retamosa;608-PASTAS CRUFI;730460807-RAVIOLES VERDURA 2.5KG CRUFI;41;1;0;1;40;2.44;556
10 - Fabian Retamosa;609-REBOZADOS DE POLLO CRUFI;780501832-NUGGET CLASICA CRUFI 900g (NUEVAS);7;1;0;1;6;14.29;230
10 - Fabian Retamosa;609-REBOZADOS DE POLLO CRUFI;9515-NUGGET POLLO 2.5KG SEARA;236;1;0;1;235;0.42;760
10 - Fabian Retamosa;650-PORTOBELO;31219-CREMA DOBLE COLONIAL 1 Lt;117;5;6;11;106;9.4;2365.01
10 - Fabian Retamosa;653-JIMO;JRAT100-JIMO RAT CAJA C/4 SACHETS X25g;11;4;0;4;7;36.36;584
10 - Fabian Retamosa;660-Condimentos Del Gaucho;24746-AJO PICADO DEL GAUCHO x275g POTE;6;0;2;2;4;33.33;698
10 - Fabian Retamosa;660-Condimentos Del Gaucho;24722-AJO VINAGRE DEL GAUCHO x328g FRASCO;0;0;2;2;-2;100;274
10 - Fabian Retamosa;660-Condimentos Del Gaucho;24783-DEL GAUCHO PIMENTON 25g (20);1;1;0;1;0;100;639
10 - Fabian Retamosa;661-Condimentos Del Gaucho x1kg;24779-OREGANO DEL GAUCHO 1KG PAQ;8;5;0;5;3;62.5;2550
10 - Fabian Retamosa;663-Aderezos Del Gaucho;24735-MOSTAZA C/MIEL x475g PETDOWN DEL GAUCHO;21;2;0;2;19;9.52;296
10 - Fabian Retamosa;663-Aderezos Del Gaucho;24730-MOSTAZA DEL GAUCHO x100g DP (Cx14);23;3;0;3;20;13.04;830
10 - Fabian Retamosa;663-Aderezos Del Gaucho;25706-SALSA PICANTE DEL GAUCHO 400g;4;0;4;4;0;100;420
10 - Fabian Retamosa;664-Conservas Del Gaucho;24703-ACEITUNA C/CAROZO DEL GAUCHO x100g DP (Cx15);114;0;1;1;113;0.88;51
10 - Fabian Retamosa;664-Conservas Del Gaucho;24706-ACEITUNA S/CAROZO DEL GAUCHO x80g DP (Cx15);351;18;0;18;333;5.13;954.01
10 - Fabian Retamosa;664-Conservas Del Gaucho;24719-CEBOLLITA VINAGRE DEL GAUCHO x300g FRASCO;0;0;4;4;-4;100;624
10 - Fabian Retamosa;664-Conservas Del Gaucho;24715-HONGOS EN VINAGRE DEL GAUCHO x350g FRASCO;35.1;6;0;6;29.1;17.09;750
10 - Fabian Retamosa;665-Conservas Del Gaucho Gastronómico;24708-ACEITUNA EN RODAJAS DEL GAUCHO x1kg DP;9;0;1;1;8;11.11;287
10 - Fabian Retamosa;665-Conservas Del Gaucho Gastronómico;24760-ACEITUNAS S/CAROZO DEL GAUCHO 1kg DP;22;0;1;1;21;4.55;362
10 - Fabian Retamosa;665-Conservas Del Gaucho Gastronómico;24718-HONGOS ESCABECHE DEL GAUCHO 900g DP;18;2;0;2;16;11.11;660
10 - Fabian Retamosa;665-Conservas Del Gaucho Gastronómico;24712-MORRONES VINAGRE DEL GAUCHO x900g DP;6;0;1;1;5;16.67;340
10 - Fabian Retamosa;700-PROMOL;30545-ALMIDON MAIZ DUKITA 1kg;5;2;0;2;3;40;150
10 - Fabian Retamosa;700-PROMOL;30542-DUKITA PURE DE PAPAS 120g;638;11;0;11;627;1.72;374
10 - Fabian Retamosa;700-PROMOL;30539-OFERTA DUKITA COCOA MOROCHA  2.5 k;1;1;0;1;0;100;558
10 - Fabian Retamosa;999-Sin calificar;2036-DTOS. OTORGADOS;1;32.63;0;32.63;-31.63;3263;32996
10 - Fabian Retamosa;1009-carbon;30100-CARBON 3 KG LAPACHO;92;0;1;1;91;1.09;90
10 - Fabian Retamosa;1015-LEOPOLDO GROSS;24288-GALLETA DE ARROZ 7 SEMILLAS 120G;45;1;0;1;44;2.22;79
10 - Fabian Retamosa;1015-LEOPOLDO GROSS;982301-GALLETA DE ARROZ INTEGRAL C/GIRASOL;47;2;0;2;45;4.26;158
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2422-ALL CLEAN TOALLA X600X3 ROLLOS F4;12;1;0;1;11;8.33;162
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2421-HIPOCLORITO SUPREMA 5L;7;3;0;3;4;42.86;384
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2404-JABON LIQUIDO AZUL 3LT SUPREMA (Cx6);150;4;1;5;145;3.33;910
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2405-JABON LIQUIDO VERDE 3L SUPREMA (Cx6);79;2;0;2;77;2.53;364
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2416-JABON SUPREMA AZUL 1LT X12;5;3;0;3;2;60;210
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2417-JABON SUPREMA VERDE 1LT X12;34;2;0;2;32;5.88;140
10 - Fabian Retamosa;1023-Sucre Group S.R.L;2408-PAPEL JUMU 30MTS x16 (4) violeta;166;12;0;12;154;7.23;1416
10 - Fabian Retamosa;1033-Leopoldo Gross Cerveza;24503-CLAUSTHALER CERV S/A BOT. 330ML PACK X4;28;24;0;24;4;85.71;7871.99
10 - Fabian Retamosa;1080-MILI CUIDADO PERSONAL;26014-MILI PROTECTORES DIARIOS X15 (24);147;5;0;5;142;3.4;190
10 - Fabian Retamosa;1080-MILI CUIDADO PERSONAL;26015-MILI TOALLA NOCTURNA X8 C/ALAS (36);224;12;0;12;212;5.36;600.01
10 - Fabian Retamosa;1080-MILI CUIDADO PERSONAL;26011-MILI TOALLA SUAVE 8 (36);235;3;0;3;232;1.28;111
10 - Fabian Retamosa;1080-MILI CUIDADO PERSONAL;26030-PAÑAL MILI BABY GIGA TALLE G X 78U;1;1;0;1;0;100;900
10 - Fabian Retamosa;1081-MILI PAPEL H Y COCINA;26024-MEDISSINAL PH.  X4 ROLLOS (16);68;4;0;4;64;5.88;159.2
10 - Fabian Retamosa;1081-MILI PAPEL H Y COCINA;21600-MILI DUAL 60MTS X4 (fX12);96;96;0;96;0;100;12991.65
10 - Fabian Retamosa;1081-MILI PAPEL H Y COCINA;26008-MILI DUAL 60MTS x6 (F.8);321;7;0;7;314;2.18;1421
10 - Fabian Retamosa;1081-MILI PAPEL H Y COCINA;26004-MILI TOALLA COCINA 100X2(F.10);87;2;1;3;84;3.45;279
10 - Fabian Retamosa;1081-MILI PAPEL H Y COCINA;26019-MILI TOALLA COCINA 200X3(F.4);14;2;0;2;12;14.29;626
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27143-JUGO ADES ANANA 1LT;9;0;9;9;0;100;711
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;65109-MARIA BONITA AGUA MIA 200g Cx20;6;0;11;11;-5;183.33;638
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27145-MARIA BONITA PAPA TUBO CHEDDAR 140g;63;1;0;1;62;1.59;120
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;65075-P.BALLENA SURTIDAS 300GRS CX12;218;0;2;2;216;0.92;180
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27017-PUNTA BA. DULCE DE LECHE 900grs;53;0;3;3;50;5.66;456
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;1312-PUNTA BA. DULCE DE LECHE CREMOSO 900g;238;0;2;2;236;0.84;290
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27007-PUNTA BA. FELICITA CLASICA 400grs X12;181;0;1;1;180;0.55;91.8
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27008-PUNTA BA. FELICITA CHOCO 400grs X12;124;0;3;3;121;2.42;324
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27012-PUNTA BA. FELICITA MIEL 200grs X24;85;0;1;1;84;1.18;58
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27113-PUNTA BA. PEPAS 320gs (12);195;0;1;1;194;0.51;92
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;05061-PUNTA BALLENA PEPAS ALPINAS 320G (12);160;2;0;2;158;1.25;92
10 - Fabian Retamosa;1100-Punta Ballena Galletitas;27036-WAFLE PLAY 100G FRUTILLA;166;0;1;1;165;0.6;26
10 - Fabian Retamosa;1101-DOCILE PUNTA BALLENA;27084-PASTILLA MINI 100 (24) DOCILE;3;2;0;2;1;66.67;186
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27005-PUNTA BA. ALFAJOR  TRIPLE NIEVE X12;37;1;3.33;4.33;32.67;11.7;1277.35
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27013-PUNTA BA. ALFAJOR COCOLATE  X8 (12);62;0;1.03;1.03;60.97;1.66;296.64
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27003-PUNTA BA. ALFAJOR PLAY CHOCO X12;100;1;2;3;97;3;624
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27004-PUNTA BA. ALFAJOR PLAY NIEVE X12;16;0;2.72;2.72;13.28;17;565.76
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27148-PUNTA BA. ALFAJOR SALCHICHON BLANCO X8 (12);13;0;3.59;3.59;9.41;27.62;1482.67
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27147-PUNTA BA. ALFAJOR SALCHICHON NEGRO X8 (12);21;0;0.8;0.8;20.2;3.81;330.4
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27011-PUNTA BA. ALFAJOR SOUL BLANCO X12;115;1;4.33;5.33;109.67;4.63;1572.35
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27001-PUNTA BA. ALFAJOR TOP X12 (12);49;0;0.56;0.56;48.44;1.14;185.36
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;19615-PUNTA BA. ALFAJOR TRIPLE BLANCO X 12 (9);65;2;1.37;3.37;61.63;5.18;994.15
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27123-PUNTA BA. ALFAJOR TRIPLE CHOCOLATE X 12 (9);180;1;1.42;2.42;177.58;1.34;713.9
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27026-PUNTA BA. ARROLATE X12;30;0;0.16;0.16;29.84;0.53;69.12
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27108-PUNTA BA. CLASICO CHOCOLATE X 12;23;1;0.34;1.34;21.66;5.83;316.24
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27106-PUNTA BA. SUPER TRIPLE BLANCO X 8 (9);27;2;0;2;25;7.41;864
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27107-PUNTA BA. SUPER TRIPLE CHOCOLATE X12 (9);37;0;0.4;0.4;36.6;1.08;172.8
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27023-PUNTA BA. SURPRISE VAINILLA X8 (12);85;0;0.85;0.85;84.15;1;244.8
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;3432-CORLASA MUZZARELLA X 3.5;660.23;3.6;1.06;4.66;655.57;0.71;1568
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00310-NEOLITAS  JAMON 70G (24);28;3;3;6;22;21.43;192
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;0311-NEOLITAS  PIZZA 70G (24);31;0;2;2;29;6.45;64
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00304-NEOSOL 5 SEMILLAS 250G (16);41;0;3;3;38;7.32;168
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00307-NEOSOL BAGUETINES JAMON 70G (24);41;0;2;2;39;4.88;68
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00308-NEOSOL BAGUETINES PIZZA 70G (24);48;0;2;2;46;4.17;68
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00306-NEOSOL BAGUETINES QUESO 70G (24);51;0;1;1;50;1.96;34
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00303-NEOSOL MINI SALVADO 250G (16);21;0;5;5;16;23.81;265
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00305-NEOSOL MINI SANDWICH 250G (16);111;0;5;5;106;4.5;265
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;8884-OFERTA HOLIS MILANESA DE POLLO 500G;2;1;0;1;1;50;260
10 - Fabian Retamosa;1150-SNACKS;556-BATATA PURA PAPA ONDULADA 120g (10);129;0;19;19;110;14.73;1216
10 - Fabian Retamosa;1150-SNACKS;555-BATATA PURA PAPA ONDULADA 50g (20);147;0;3;3;144;2.04;75
10 - Fabian Retamosa;1150-SNACKS;551-BATATA PURA PAPA ORIGINAL 120g (10);70;0;7;7;63;10;448
10 - Fabian Retamosa;1150-SNACKS;565-BATATA PURA PAPA ORIGINAL 240g (6);109;3;5;8;101;7.34;992
10 - Fabian Retamosa;1150-SNACKS;552-BATATA PURA PAPA ORIGINAL 380g (8);60;0;17;17;43;28.33;3042.99
10 - Fabian Retamosa;1150-SNACKS;550-BATATA PURA PAPA ORIGINAL 50g (20);421;8;0;8;413;1.9;200
10 - Fabian Retamosa;1150-SNACKS;554-BATATA PURA PAPA S/CEBOLLA 120g (10);240;0;4;4;236;1.67;260
10 - Fabian Retamosa;1150-SNACKS;553-BATATA PURA PAPA S/CEBOLLA 50g (20);0;0;2;2;-2;100;54
10 - Fabian Retamosa;1151-FIDEOS FIDELLI;562-FIDELLI COLITA DE CHANCHO 500g (12);95;12;0;12;83;12.63;636
10 - Fabian Retamosa;1151-FIDEOS FIDELLI;561-FIDELLI MOSTACHOL  500g (12);84;12;0;12;72;14.29;636
10 - Fabian Retamosa;1151-FIDEOS FIDELLI;560-FIDELLI TIRABUZON 500g (12);118;12;0;12;106;10.17;636
2 - Nicolas Cairus;1-Impulsiva;69.3-BIG CUP DDL 12 UNID;714;24;8;32;682;4.48;2469.99
2 - Nicolas Cairus;1-Impulsiva;69.2-BIG CUP FRUTILLA 12 UNID;384;0;15;15;369;3.91;1134.89
2 - Nicolas Cairus;1-Impulsiva;4-BOMBON CREMA 30 UNID;120;0;20;20;100;16.67;639.21
2 - Nicolas Cairus;1-Impulsiva;4.2-BOMBON DDL 30 UNID;2460;90;40;130;2330;5.28;5121.5
2 - Nicolas Cairus;1-Impulsiva;5.4-CASATA DUL. L/ GRAN. 24 UNID;168;0;5;5;163;2.98;405
2 - Nicolas Cairus;1-Impulsiva;5-CASATA TRIPLE 24 UNID;528;0;13;13;515;2.46;844.74
2 - Nicolas Cairus;1-Impulsiva;22301069-CASATA VAINILLA S/FR 24 UNID;48;24;0;24;24;50;1920.01
2 - Nicolas Cairus;1-Impulsiva;21801035-CONO HELADO DDL (30xCaja);1500;30;58;88;1412;5.87;4584.76
2 - Nicolas Cairus;1-Impulsiva;84-CRUFI BLACK CREMA 20 UNID;1040;40;17;57;983;5.48;3893.01
2 - Nicolas Cairus;1-Impulsiva;20701087-CRUFIBOM VAINILLA (20);460;20;0;20;440;4.35;609.12
